receive_ts,packet_ts,seqnr,sync status,TEC status,missed frames,channel,numsens,wavelength 1,wavelength 2,extra1,extra2,extra3,extra4,extra5,extra6
receive_ts, packet_ts, seqnr, sync status, TEC status, missed frames, channel, numsens, wavelength 1, wavelength 2, wavelength 3, wavelength 4, wavelength 5, wavelength 6, wavelength 7, wavelength 8
18Oct2024T110618.212, 2623976903, 37455, 1, 1, 0, 1, 2, 1545.445892, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623977903, 37456, 1, 1, 0, 1, 2, 1545.446167, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623978903, 37457, 1, 1, 0, 1, 2, 1545.446442, 1550.223572, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623979903, 37458, 1, 1, 0, 1, 2, 1545.445618, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623980903, 37459, 1, 1, 0, 1, 2, 1545.444244, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623981903, 37460, 1, 1, 0, 1, 2, 1545.445618, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623982903, 37461, 1, 1, 0, 1, 2, 1545.445892, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623983903, 37462, 1, 1, 0, 1, 2, 1545.445892, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623984903, 37463, 1, 1, 0, 1, 2, 1545.444244, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623985903, 37464, 1, 1, 0, 1, 2, 1545.445068, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623986903, 37465, 1, 1, 0, 1, 2, 1545.444794, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623987903, 37466, 1, 1, 0, 1, 2, 1545.444794, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623988903, 37467, 1, 1, 0, 1, 2, 1545.445892, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623989903, 37468, 1, 1, 0, 1, 2, 1545.445068, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623990903, 37469, 1, 1, 0, 1, 2, 1545.444794, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623991903, 37470, 1, 1, 0, 1, 2, 1545.445068, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623992903, 37471, 1, 1, 0, 1, 2, 1545.444519, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623993903, 37472, 1, 1, 0, 1, 2, 1545.444519, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623994903, 37473, 1, 1, 0, 1, 2, 1545.444794, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623995903, 37474, 1, 1, 0, 1, 2, 1545.444244, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623996903, 37475, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623997903, 37476, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623998903, 37477, 1, 1, 0, 1, 2, 1545.443420, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2623999903, 37478, 1, 1, 0, 1, 2, 1545.442596, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624000903, 37479, 1, 1, 0, 1, 2, 1545.444244, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624001903, 37480, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624002903, 37481, 1, 1, 0, 1, 2, 1545.443420, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624003903, 37482, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624004903, 37483, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624005903, 37484, 1, 1, 0, 1, 2, 1545.445618, 1550.223572, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624006903, 37485, 1, 1, 0, 1, 2, 1545.443146, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624007903, 37486, 1, 1, 0, 1, 2, 1545.444794, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624008903, 37487, 1, 1, 0, 1, 2, 1545.444519, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624009903, 37488, 1, 1, 0, 1, 2, 1545.443146, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624010903, 37489, 1, 1, 0, 1, 2, 1545.445618, 1550.223572, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624011903, 37490, 1, 1, 0, 1, 2, 1545.444244, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624012903, 37491, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624013903, 37492, 1, 1, 0, 1, 2, 1545.443695, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624014903, 37493, 1, 1, 0, 1, 2, 1545.443695, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624015903, 37494, 1, 1, 0, 1, 2, 1545.443146, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624016903, 37495, 1, 1, 0, 1, 2, 1545.443695, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.212, 2624017903, 37496, 1, 1, 0, 1, 2, 1545.445618, 1550.223572, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624018903, 37497, 1, 1, 0, 1, 2, 1545.444244, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624019903, 37498, 1, 1, 0, 1, 2, 1545.444519, 1550.224945, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624020903, 37499, 1, 1, 0, 1, 2, 1545.444519, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624021903, 37500, 1, 1, 0, 1, 2, 1545.444794, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624022903, 37501, 1, 1, 0, 1, 2, 1545.444519, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624023903, 37502, 1, 1, 0, 1, 2, 1545.444794, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624024903, 37503, 1, 1, 0, 1, 2, 1545.446167, 1550.223572, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624025903, 37504, 1, 1, 0, 1, 2, 1545.446167, 1550.223846, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624026903, 37505, 1, 1, 0, 1, 2, 1545.445068, 1550.225494, 0, 0, 0, 0, 0, 0
18Oct2024T110618.213, 2624027903, 37506, 1, 1, 0, 1, 2, 1545.446167, 1550.223572, 0, 0, 0, 0, 0, 0
