receive_ts,packet_ts,seqnr,sync status,TEC status,missed frames,channel,numsens,wavelength 1,wavelength 2,extra1,extra2,extra3,extra4,extra5,extra6
18Oct2024T095034.004, 2375282669, 15778, 1, 1, 0, 1, 2,1545.230011,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375283669, 15779, 1, 1, 0, 1, 2,1545.229187,1550.029663, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375284669, 15780, 1, 1, 0, 1, 2,1545.229736,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375285669, 15781, 1, 1, 0, 1, 2,1545.228912,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375286669, 15782, 1, 1, 0, 1, 2,1545.228363,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375287669, 15783, 1, 1, 0, 1, 2,1545.228912,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375288669, 15784, 1, 1, 0, 1, 2,1545.228912,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375289669, 15785, 1, 1, 0, 1, 2,1545.228363,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375290669, 15786, 1, 1, 0, 1, 2,1545.228363,1550.032684, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375291669, 15787, 1, 1, 0, 1, 2,1545.229187,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375292669, 15788, 1, 1, 0, 1, 2,1545.228088,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375293669, 15789, 1, 1, 0, 1, 2,1545.228912,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375294669, 15790, 1, 1, 0, 1, 2,1545.229736,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375295669, 15791, 1, 1, 0, 1, 2,1545.228088,1550.030487, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375296669, 15792, 1, 1, 0, 1, 2,1545.228363,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375297669, 15793, 1, 1, 0, 1, 2,1545.228088,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375298669, 15794, 1, 1, 0, 1, 2,1545.227539,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375299669, 15795, 1, 1, 0, 1, 2,1545.228088,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375300669, 15796, 1, 1, 0, 1, 2,1545.228088,1550.030487, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375301669, 15797, 1, 1, 0, 1, 2,1545.228088,1550.032684, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375302669, 15798, 1, 1, 0, 1, 2,1545.227264,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375303669, 15799, 1, 1, 0, 1, 2,1545.227539,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375304669, 15800, 1, 1, 0, 1, 2,1545.22699,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375305669, 15801, 1, 1, 0, 1, 2,1545.227264,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375306669, 15802, 1, 1, 0, 1, 2,1545.227539,1550.032684, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375307669, 15803, 1, 1, 0, 1, 2,1545.227264,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375308669, 15804, 1, 1, 0, 1, 2,1545.22699,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375309669, 15805, 1, 1, 0, 1, 2,1545.225891,1550.031311, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375310669, 15806, 1, 1, 0, 1, 2,1545.227264,1550.032684, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375311669, 15807, 1, 1, 0, 1, 2,1545.22699,1550.03186, 0, 0, 0, 0, 0, 0
18Oct2024T095034.004, 2375312669, 15808, 1, 1, 0, 1, 2,1545.22644,1550.033234, 0, 0, 0, 0, 0, 0
